"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000204421","ENSG00000204421","LY6G6C","ENSG00000204421","80740","protein_coding",3099,1.16298559366389,1.98371311854092,5.60405680315523,0.000150779305196176,0.405693176761372,0.122992335431197
"ENSG00000187210","ENSG00000187210","GCNT1","ENSG00000187210","2650","protein_coding",231354,0.71828020096137,5.34424529548926,5.45979488263143,0.000187696482631205,0.405693176761372,1.01065726468172
"ENSG00000059804","ENSG00000059804","SLC2A3","ENSG00000059804","6515","protein_coding",99778,1.66518145583407,6.80095289108856,5.3500537469641,0.000222160764810581,0.405693176761372,0.884403744862246
"ENSG00000198734","ENSG00000198734","F5","ENSG00000198734","2153","protein_coding",74638,-0.991785205661427,5.81285775269313,-5.23798490400841,0.000264360881971845,0.405693176761372,0.728425175872367
"ENSG00000285069","ENSG00000285069","SESN2","ENSG00000285069","83667","protein_coding",22974,0.940276054652189,2.49812737530616,5.16197501253512,0.000297759188862012,0.405693176761372,0.00564894212721434
"ENSG00000106038","ENSG00000106038","EVX1","ENSG00000106038","2128","protein_coding",7794,0.687952848892348,3.90445011239384,5.12804674487366,0.000314081850789874,0.405693176761372,0.428153167579627
"ENSG00000007952","ENSG00000007952","NOX1","ENSG00000007952","27035","protein_coding",31141,1.60723965508579,2.6998589720155,5.11406516258211,0.000321081131286379,0.405693176761372,-0.0028823692304174
"ENSG00000182985","ENSG00000182985","CADM1","ENSG00000182985","23705","protein_coding",335740,1.20395508289979,0.817718090652384,5.10850033609997,0.000323912619907804,0.405693176761372,-1.01880931637682
"ENSG00000173262","ENSG00000173262","SLC2A14","ENSG00000173262","144195","protein_coding",78637,1.64952846658131,4.20354022941747,4.99077776909785,0.000390425537104756,0.405693176761372,0.264084311709969
"ENSG00000119950","ENSG00000119950","MXI1","ENSG00000119950","4601","protein_coding",79761,0.769903938787007,4.9058986030054,4.97376453295182,0.000401171881615839,0.405693176761372,0.329473613449639
"ENSG00000140853","ENSG00000140853","NLRC5","ENSG00000140853","84166","protein_coding",94754,-0.58598522055533,4.61462501719449,-4.93736731678053,0.000425223859328897,0.405693176761372,0.263686850628111
"ENSG00000153233","ENSG00000153233","PTPRR","ENSG00000153233","5801","protein_coding",282666,0.780626885373714,4.48602828209368,4.82931375069941,0.000506015140450154,0.405693176761372,0.102447894678306
